uid,question,subject,props,query,tag,answers
6097,What is the branch of the company Yandex?,Q5281,wdt:P452,"SELECT ?answer 
WHERE {
  wd:Q5281 wdt:P452 ?answer
}",1-hop,"Q75, Q880371, Q56611700"
6100,What gender is Face?,Q42296351,wdt:P21,"SELECT ?answer 
WHERE {
  wd:Q42296351 wdt:P21 ?answer
}",1-hop,Q6581097
6101,What is the most famous work of Nicolaus Copernicus?,Q619,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q619 wdt:P800 ?answer
}",1-hop,"Q675765, Q845981, Q3984081"
6102,"What University did Boris Yeltsin, the first President of Russia, graduate from?",Q34453,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q34453 wdt:P69 ?answer
}",1-hop,"Q1506552, Q1938341"
6103,What University did Sobchak graduate from?,Q287099,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q287099 wdt:P69 ?answer
}",1-hop,"Q27621, Q322964, Q323681"
6104,What instrument did Beethoven play?,Q255,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q255 wdt:P1303 ?answer
}",1-hop,"Q5994, Q8355"
6105,"What title did the founder of the modern Olympic movement, Pierre de Coubertin, have?",Q82984,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q82984 wdt:P97 ?answer
}",1-hop,Q165503
6106,What University did Putin graduate from?,Q7747,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P69 ?answer
}",1-hop,"Q27621, Q1978570, Q2387574, Q2495829, Q4525174, Q4534839, Q27430017"
6107,What are Mozart's outstanding works?,Q254,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q254 wdt:P800 ?answer
}",1-hop,"Q5064, Q12025, Q201873, Q207875, Q231390, Q586421"
6108,What prize did Sigmund Freud receive?,Q9215,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q9215 wdt:P166 ?answer
}",1-hop,"Q159909, Q14906020"
6109,Who is the architect of the Winter Palace in St. Petersburg?,Q182147,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q182147 wdt:P84 ?answer
}",1-hop,Q299687
6110,Who is the architect of the Peter and Paul fortress?,Q38646,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q38646 wdt:P84 ?answer
}",1-hop,Q124018
6111,Who is the architect of the Eiffel tower?,Q243,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q243 wdt:P84 ?answer
}",1-hop,Q778243
6112,Who was Hitler's mother?,Q352,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q352 wdt:P25 ?answer
}",1-hop,Q158314
6114,Who invented the Internet?,Q75,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q75 wdt:P61 ?answer
}",1-hop,"Q62843, Q92743"
6115,Who invented the light bulb?,Q47616,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q47616 wdt:P61 ?answer
}",1-hop,"Q8743, Q315422"
6116,Who invented the first telescope?,Q4213,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q4213 wdt:P61 ?answer
}",1-hop,Q76468
6117,Who invented the first telephone?,Q11035,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q11035 wdt:P61 ?answer
}",1-hop,"Q34286, Q77124, Q273314, Q318449"
6118,Who invented television?,Q289,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q289 wdt:P61 ?answer
}",1-hop,Q133544
6119,Who is Yulia Menshova's husband?,Q4290663,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q4290663 wdt:P26 ?answer
}",1-hop,Q4143870
6120,Who is Yulia Nachalova's husband?,Q2454464,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q2454464 wdt:P26 ?answer
}",1-hop,Q552732
6122,Who wrote the Snow Queen?,Q11880,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q11880 wdt:P50 ?answer
}",1-hop,Q5673
6123,Who is the cameraman of the movie Funny guys?,Q1877764,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q1877764 wdt:P344 ?answer
}",1-hop,"Q4069095, Q4321371"
6124,Who organized the Amway company?,Q481800,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q481800 wdt:P112 ?answer
}",1-hop,"Q380156, Q1395520"
6125,Who founded Google?,Q95,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q95 wdt:P112 ?answer
}",1-hop,"Q4934, Q92764"
6127,Who founded the company Apple?,Q312,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q312 wdt:P112 ?answer
}",1-hop,"Q19837, Q332591, Q483382"
6128,Who took part in the seven Years ' war?,Q33143,wdt:P710,"SELECT ?answer 
WHERE {
  wd:Q33143 wdt:P710 ?answer
}",1-hop,"Q7738, Q12548, Q27306, Q33296, Q34266, Q45670, Q68518, Q70972, Q80702, Q127318, Q131706, Q131981, Q153136, Q156199, Q161885, Q168651, Q170604, Q215443, Q215530, Q256961, Q258532, Q310650, Q318806, Q706018, Q830084, Q4083686"
6129,Who designed the Winter Palace?,Q182147,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q182147 wdt:P84 ?answer
}",1-hop,Q299687
6130,Who makes Skoda?,Q223696,wdt:P176,"SELECT ?answer 
WHERE {
  wd:Q223696 wdt:P176 ?answer
}",1-hop,Q29637
6131,Who is the developer of Fortnite?,Q349375,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q349375 wdt:P178 ?answer
}",1-hop,"Q739711, Q1799063"
6133,Who is the Director of the Harry Potter film?,Q216930,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q216930 wdt:P57 ?answer
}",1-hop,Q75079
6134,Who is the Director of the film Pokrovskie Vorota?,Q3604138,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q3604138 wdt:P57 ?answer
}",1-hop,Q2628071
6136,Who composed the sabre dance?,Q1442972,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q1442972 wdt:P86 ?answer
}",1-hop,Q152293
6137,Who participated in the battle of Kulikovo?,Q210354,wdt:P710,"SELECT ?answer 
WHERE {
  wd:Q210354 wdt:P710 ?answer
}",1-hop,"Q79965, Q170770, Q1483495, Q4318679"
6139,Who is the discoverer of Antarctica?,Q51,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q51 wdt:P61 ?answer
}",1-hop,"Q76754, Q186203, Q4349082"
6140,Where does the Mama river go?,Q1711506,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q1711506 wdt:P403 ?answer
}",1-hop,Q26068
6141,What Islands is the United Kingdom located on?,Q145,wdt:P706,"SELECT ?answer 
WHERE {
  wd:Q145 wdt:P706 ?answer
}",1-hop,"Q22890, Q23666, Q38272"
6143,On what body of water is Venice?,Q641,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q641 wdt:P206 ?answer
}",1-hop,Q76925
6144,On what reservoir does the city of Venice stand?,Q641,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q641 wdt:P206 ?answer
}",1-hop,Q76925
6145,What part of the world is Australia located in?,Q408,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q408 wdt:P30 ?answer
}",1-hop,Q538
6148,What does Steve Martin play on?,Q16473,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q16473 wdt:P1303 ?answer
}",1-hop,Q258896
6150,Under what license is Linux distributed?,Q3251801,wdt:P275,"SELECT ?answer 
WHERE {
  wd:Q3251801 wdt:P275 ?answer
}",1-hop,Q7603
6151,Who was Putin married to?,Q7747,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P26 ?answer
}",1-hop,Q233282
6152,What country's capital is London?,Q84,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q84 wdt:P1376 ?answer
}",1-hop,"Q21, Q145"
6153,Whose movie is kin DZA DZA?,Q1415194,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q1415194 wdt:P57 ?answer
}",1-hop,Q380252
6154,What do Buryats profess?,Q207050,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q207050 wdt:P140 ?answer
}",1-hop,"Q42042, Q48362"
6155,What is practiced by the Serbs?,Q127885,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q127885 wdt:P140 ?answer
}",1-hop,Q3333484
6156,What does the seed contain?,Q40763,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q40763 wdt:P527 ?answer
}",1-hop,"Q25624, Q193026, Q1347099, Q1377980, Q2217063"
6157,Whose composition is the Carefree angel?,Q4085704,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q4085704 wdt:P175 ?answer
}",1-hop,Q785828
6158,What organizations does Brazil belong to?,Q155,wdt:P463,"SELECT ?answer 
WHERE {
  wd:Q155 wdt:P463 ?answer
}",1-hop,"Q1065, Q4230, Q4264, Q7809, Q7817, Q7825, Q8475, Q17495, Q19771, Q47488, Q47539, Q123209, Q123759, Q151991, Q182500, Q191384, Q243630, Q340195, Q467938, Q471690, Q499151, Q535086, Q602399, Q605595, Q607301, Q656801, Q827525, Q838116, Q842490, Q943105, Q1025959, Q1043527, Q1045401, Q1072120, Q1480793, Q1484463, Q1570993, Q2836400, Q3369762, Q5611262, Q10283557"
6160,What League does Chelsea play in?,Q9616,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q9616 wdt:P118 ?answer
}",1-hop,Q9448
6161,In which country did the Olympic games begin?,Q188468,wdt:P17,"SELECT ?answer 
WHERE {
  wd:Q188468 wdt:P17 ?answer
}",1-hop,Q41
6163,Which holding company does the Pyaterochka store belong to?,Q1768969,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q1768969 wdt:P749 ?answer
}",1-hop,Q258748
6164,Which holding company does MTS belong to?,Q1368919,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q1368919 wdt:P749 ?answer
}",1-hop,Q1781702
6165,In which the holding company is TNT?,Q1975145,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q1975145 wdt:P749 ?answer
}",1-hop,Q260542
6166,What part of the world is the United States located in?,Q30,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q30 wdt:P30 ?answer
}",1-hop,"Q49, Q538"
6168,In what direction did Pushkin write?,Q7200,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q7200 wdt:P135 ?answer
}",1-hop,Q37068
6169,In what sport do women compete for the Uber Cup?,Q1193650,wdt:P641,"SELECT ?answer 
WHERE {
  wd:Q1193650 wdt:P641 ?answer
}",1-hop,Q7291
6170,In what style is the Cathedral of Notre-Dame de Paris built?,Q2981,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q2981 wdt:P149 ?answer
}",1-hop,"Q2245347, Q2914850, Q72553200, Q72553961"
6171,In what style is the Hermitage built?,Q182147,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q182147 wdt:P149 ?answer
}",1-hop,Q2359372
6172,What League does Juventus belong to?,Q1422,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q1422 wdt:P118 ?answer
}",1-hop,Q15804
6173,Where is Tamerlane's tomb?,Q8462,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q8462 wdt:P119 ?answer
}",1-hop,Q1256223
6174,Where did Pushkin live?,Q7200,wdt:P551,"SELECT ?answer 
WHERE {
  wd:Q7200 wdt:P551 ?answer
}",1-hop,"Q649, Q656, Q891, Q900, Q1874, Q5332, Q5337, Q5540, Q5627, Q19566, Q21197, Q156648, Q4092262, Q4536541, Q4538749"
6175,Where is Stalin buried?,Q855,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q855 wdt:P119 ?answer
}",1-hop,Q1130019
6176,Where is the mouth of the Amazon river?,Q3783,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q3783 wdt:P403 ?answer
}",1-hop,Q97
6177,Where is the mouth of the Ob river located?,Q973,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q973 wdt:P403 ?answer
}",1-hop,Q33629
6178,Where was the Beatles formed?,Q1299,wdt:P740,"SELECT ?answer 
WHERE {
  wd:Q1299 wdt:P740 ?answer
}",1-hop,Q24826
6179,Where was the Gaza Strip group formed?,Q74645,wdt:P740,"SELECT ?answer 
WHERE {
  wd:Q74645 wdt:P740 ?answer
}",1-hop,Q3426
6180,Where was buried Yuri Gagarin?,Q7327,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q7327 wdt:P119 ?answer
}",1-hop,Q1130019
6182,Where is Yulia Nachalova buried?,Q2454464,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q2454464 wdt:P119 ?answer
}",1-hop,Q1457437
6183,Where was Pugacheva born?,Q80510,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q80510 wdt:P19 ?answer
}",1-hop,Q649
6184,Where was Sofia Rotaru born?,Q43137,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q43137 wdt:P19 ?answer
}",1-hop,Q1902692
6186,Where was Beethoven born?,Q255,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q255 wdt:P19 ?answer
}",1-hop,Q586
6187,Where was Decl born?,Q1968358,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q1968358 wdt:P19 ?answer
}",1-hop,Q649
6188,Where was Jesus Christ born?,Q302,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P19 ?answer
}",1-hop,Q5776
6189,Where was Tchaikovsky born?,Q7315,wdt:P19,"SELECT ?answer 
WHERE {
  wd:Q7315 wdt:P19 ?answer
}",1-hop,Q133838
6190,Where did Harry Potter go to school?,Q3244512,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q3244512 wdt:P69 ?answer
}",1-hop,Q174097
6191,Where did Oksimiron study?,Q4046107,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q4046107 wdt:P69 ?answer
}",1-hop,"Q34433, Q1643454"
6192,Where are the headquarters of ASEAN?,Q7768,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q7768 wdt:P159 ?answer
}",1-hop,Q3630
6193,What instrument was owned by Rachmaninoff?,Q131861,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q131861 wdt:P1303 ?answer
}",1-hop,Q5994
6194,Who is Vera Brezhneva married to?,Q2329850,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q2329850 wdt:P26 ?answer
}",1-hop,Q1990094
6195,Who is Regina Todorenko married to?,Q19694388,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q19694388 wdt:P26 ?answer
}",1-hop,Q4460646
6196,Who does Cristiano Ronaldo play for?,Q11571,wdt:P54,"SELECT ?answer 
WHERE {
  wd:Q11571 wdt:P54 ?answer
}",1-hop,"Q1422, Q8682, Q18656, Q75729, Q267245, Q1630430, Q1772776, Q3590754, Q3590758, Q21079208"
6199,What dynasty was Clovis from?,Q82339,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q82339 wdt:P53 ?answer
}",1-hop,Q59488
6200,What dynasty was Charlemagne from?,Q3044,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q3044 wdt:P53 ?answer
}",1-hop,Q133602
6201,Which dynasty is Queen Elizabeth 2 from?,Q9682,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q9682 wdt:P53 ?answer
}",1-hop,"Q81589, Q645968"
6203,What band performs the song How much is the fish?,Q718897,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q718897 wdt:P175 ?answer
}",1-hop,Q156255
6204,What movie company is shooting Star Wars?,Q462,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q462 wdt:P272 ?answer
}",1-hop,Q242446
6205,What movie company is shooting justice League?,Q20501835,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q20501835 wdt:P272 ?answer
}",1-hop,"Q126399, Q2924461"
6206,Which movie company makes the Avengers?,Q182218,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q182218 wdt:P272 ?answer
}",1-hop,"Q159846, Q367466"
6207,What film Studio makes the film Matchmakers?,Q4410005,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q4410005 wdt:P272 ?answer
}",1-hop,"Q2914786, Q4444575"
6208,Which movie Studio shot the Joker?,Q42759035,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q42759035 wdt:P272 ?answer
}",1-hop,"Q126399, Q622668, Q3011161, Q31197934"
6209,Which film Studio made the film D'artagnan and the three Musketeers?,Q862538,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q862538 wdt:P272 ?answer
}",1-hop,Q2628487
6210,Which film Studio made the film Moscow doesn't believe in tears?,Q53105,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q53105 wdt:P272 ?answer
}",1-hop,Q141336
6211,Which company owns the Youtube service?,Q866,wdt:P127,"SELECT ?answer 
WHERE {
  wd:Q866 wdt:P127 ?answer
}",1-hop,"Q95, Q20800404"
6213,Which company produces kinder surprise?,Q181042,wdt:P176,"SELECT ?answer 
WHERE {
  wd:Q181042 wdt:P176 ?answer
}",1-hop,Q269792
6214,Which company made the toy Story cartoon?,Q171048,wdt:P272,"SELECT ?answer 
WHERE {
  wd:Q171048 wdt:P272 ?answer
}",1-hop,"Q127552, Q191224"
6216,What is Google's parent company?,Q95,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q95 wdt:P749 ?answer
}",1-hop,Q20800404
6217,What is the capital of great Britain?,Q145,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q145 wdt:P36 ?answer
}",1-hop,Q84
6219,What is the capital of the Byzantine Empire?,Q12544,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q12544 wdt:P36 ?answer
}",1-hop,"Q16869, Q182009"
6220,What is the capital of Venezuela?,Q717,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q717 wdt:P36 ?answer
}",1-hop,Q1533
6221,What is the capital of the Vologda region?,Q2015,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q2015 wdt:P36 ?answer
}",1-hop,Q1957
6222,What is the capital of Vietnam?,Q881,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q881 wdt:P36 ?answer
}",1-hop,Q1858
6223,What is the capital of the Great Mughals?,Q33296,wdt:P36,"SELECT ?answer 
WHERE {
  wd:Q33296 wdt:P36 ?answer
}",1-hop,"Q1353, Q11739, Q42941, Q179046, Q3242297"
6224,Which republics were part of the USSR?,Q15180,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q15180 wdt:P150 ?answer
}",1-hop,"Q2184, Q2895, Q130229, Q130276, Q130280, Q131337, Q132856, Q133356, Q168811, Q170895, Q173761, Q186888, Q192180, Q199707, Q199711, Q484578, Q545205"
6225,What orders and medals were awarded to Stalin?,Q855,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q855 wdt:P166 ?answer
}",1-hop,"Q93728, Q178473, Q185493, Q207826, Q208167, Q278798, Q337463, Q465316, Q530008, Q1069798, Q1081449, Q1710776, Q2297431, Q2634074, Q2760953, Q4137459, Q4286836, Q4335954, Q21292820, Q59351315, Q60130697, Q63975126"
6226,What awards were awarded to Solzhenitsyn?,Q34474,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q34474 wdt:P166 ?answer
}",1-hop,"Q37922, Q278798, Q603631, Q695106, Q950604, Q1026769, Q1081503, Q1340199, Q18200478"
6227,What was Hitler's military rank?,Q352,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q352 wdt:P410 ?answer
}",1-hop,"Q475482, Q1463070"
6228,What was Nikita Sergeevich Khrushchev's military rank?,Q35314,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q35314 wdt:P410 ?answer
}",1-hop,Q152951
6229,What is Yevkurov's military rank?,Q319464,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q319464 wdt:P410 ?answer
}",1-hop,Q152951
6230,What is Lukashenko's military rank?,Q2866,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q2866 wdt:P410 ?answer
}",1-hop,Q493898
6231,After whom is the Moscow agricultural Academy named,Q1531782,wdt:P138,"SELECT ?answer 
WHERE {
  wd:Q1531782 wdt:P138 ?answer
}",1-hop,Q172326
6233,What instruments did Vivaldi play?,Q1340,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q1340 wdt:P1303 ?answer
}",1-hop,"Q8355, Q81982, Q281460"
6236,What singing voice did Fyodor Chaliapin have?,Q189164,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q189164 wdt:P412 ?answer
}",1-hop,Q27911
6237,What kind of singing voice does Kim Tae Hyun have?,Q18388296,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q18388296 wdt:P412 ?answer
}",1-hop,Q31687
6238,What is the singing voice of Nikolai Baskov?,Q194917,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q194917 wdt:P412 ?answer
}",1-hop,Q27914
6239,Which game developer created Clash of Clans?,Q13399098,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q13399098 wdt:P178 ?answer
}",1-hop,Q1438774
6240,Which game developer created Contra?,Q2995706,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q2995706 wdt:P178 ?answer
}",1-hop,Q45700
6241,What the developer has created a Stalker?,Q2464641,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q2464641 wdt:P178 ?answer
}",1-hop,"Q1425861, Q7268181"
6242,What is the timbre of the voice of Zoya Yashchenko the Creator and leader of the Belaya Gvardiya group?,Q4539966,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q4539966 wdt:P412 ?answer
}",1-hop,Q186506
6244,What title does don Quixote have?,Q944201,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q944201 wdt:P97 ?answer
}",1-hop,Q379053
6245,"What is the title of Prince Charles, the eldest son of the British Queen?",Q43274,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q43274 wdt:P97 ?answer
}",1-hop,"Q180729, Q181951, Q1059510, Q1277249, Q2494846, Q4862955"
6246,What was the title of Leo Tolstoy?,Q7243,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q7243 wdt:P97 ?answer
}",1-hop,Q28989
6248,What kind of faith practiced by the Jews?,Q7325,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q7325 wdt:P140 ?answer
}",1-hop,Q9268
6249,What the religion of the Ossetians?,Q106974,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q106974 wdt:P140 ?answer
}",1-hop,"Q432, Q5043"
6251,Who is the architect of the Kremlin's Spasskaya tower?,Q2416732,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q2416732 wdt:P84 ?answer
}",1-hop,Q1394287
6252,Who is the architect of the Trinity tower?,Q2373544,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q2373544 wdt:P84 ?answer
}",1-hop,Q2498026
6253,Who was Jon snow's mother?,Q3183235,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q3183235 wdt:P25 ?answer
}",1-hop,Q23759071
6254,Who was the mother of Jesus Christ?,Q302,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P25 ?answer
}",1-hop,Q345
6255,Who was king David's mother?,Q41370,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q41370 wdt:P25 ?answer
}",1-hop,Q7041639
6256,Who owns YouTube?,Q866,wdt:P127,"SELECT ?answer 
WHERE {
  wd:Q866 wdt:P127 ?answer
}",1-hop,"Q95, Q20800404"
6257,Who is the daughter of Svetlana Toma?,Q463809,wdt:P40,"SELECT ?answer 
WHERE {
  wd:Q463809 wdt:P40 ?answer
}",1-hop,Q1966985
6259,Who performs the song Material girl?,Q654228,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q654228 wdt:P175 ?answer
}",1-hop,Q1744
6260,Who wrote the fable of the Swan pike and cancer?,Q4255982,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q4255982 wdt:P50 ?answer
}",1-hop,"Q377, Q191480"
6261,Who wrote the invisible Man?,Q1539509,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q1539509 wdt:P50 ?answer
}",1-hop,Q42511
6262,Who is the Director of the film suicide Squad?,Q18604504,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q18604504 wdt:P344 ?answer
}",1-hop,Q15151625
6263,Who is the cameraman of the film Stilyagi?,Q1962112,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q1962112 wdt:P344 ?answer
}",1-hop,Q15151625
6264,Who is the cameraman of the movie Circus?,Q1976863,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q1976863 wdt:P344 ?answer
}",1-hop,"Q4069095, Q4321371, Q4360695"
6265,Who organized the company Apple?,Q312,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q312 wdt:P112 ?answer
}",1-hop,"Q19837, Q332591, Q483382"
6266,Who organized the Mercedes company?,Q36008,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q36008 wdt:P112 ?answer
}",1-hop,"Q40224, Q57098, Q70788"
6267,Who founded Microsoft?,Q2283,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q2283 wdt:P112 ?answer
}",1-hop,"Q5284, Q162005"
6268,Who founded the Mercedes company?,Q36008,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q36008 wdt:P112 ?answer
}",1-hop,"Q40224, Q57098, Q70788"
6269,Who discovered aluminum?,Q663,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q663 wdt:P61 ?answer
}",1-hop,Q44412
6270,Who discovered penicillin?,Q12190,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q12190 wdt:P61 ?answer
}",1-hop,Q37064
6271,Who is Alsou Safina's father?,Q270951,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q270951 wdt:P22 ?answer
}",1-hop,Q50224531
6274,Who designed the tower bridge?,Q83125,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q83125 wdt:P84 ?answer
}",1-hop,Q3140459
6275,Who is the developer of League of Legends?,Q223341,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q223341 wdt:P178 ?answer
}",1-hop,Q1060165
6276,Who is the developer of Minecraft?,Q49740,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q49740 wdt:P178 ?answer
}",1-hop,"Q2283, Q1129295"
6277,Who is Maxim Galkin's father?,Q559485,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q559485 wdt:P22 ?answer
}",1-hop,Q4132607
6278,Who removed the Matrix?,Q1210827,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q1210827 wdt:P57 ?answer
}",1-hop,Q195719
6279,Who shot the Titanic?,Q44578,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q44578 wdt:P57 ?answer
}",1-hop,Q42574
6280,Who created Google?,Q9366,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q9366 wdt:P50 ?answer
}",1-hop,"Q4934, Q92764"
6281,Who designed the Leningradsky railway station building in Moscow?,Q1344454,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q1344454 wdt:P84 ?answer
}",1-hop,Q76368
6282,Who is Tigran Keosayan's wife?,Q1142513,wdt:P26,"SELECT ?answer 
WHERE {
  wd:Q1142513 wdt:P26 ?answer
}",1-hop,"Q4419809, Q4498457"
6283,Who is magneto's son?,Q840291,wdt:P40,"SELECT ?answer 
WHERE {
  wd:Q840291 wdt:P40 ?answer
}",1-hop,"Q929273, Q929285, Q2071256, Q16253333, Q57022061"
6284,Who is Valentina Matvienko's son?,Q182654,wdt:P40,"SELECT ?answer 
WHERE {
  wd:Q182654 wdt:P40 ?answer
}",1-hop,Q15072147
6286,Who is the author of the fairy tale the Scarlet flower?,Q4062116,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q4062116 wdt:P50 ?answer
}",1-hop,Q315188
